,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리
64,서울 송파구 00동,330 , 35 개, 21 개,00 대,5000 만원, 470 , 00 ,2억2천,-선택사항- ,-선택사항-     ,5000,22000,35,470,0
65,서울 송파구 00동,330 , 35 개, 21 개,00 대,5000 만원, 470 , 00 ,2억2천,-선택사항- ,-선택사항-     ,5000,22000,35,470,0
66,서울 강남구 양재동,398 , 35 개, 35 개,3 대,5000 만원, 700 , 00 ,28000,-선택사항- ,-선택사항-     ,5000,28000,35,700,0
67,서울 서대문구 00동,. , ☎ 개, . 개,. 대,. 만원, . , . ,4억8천,2호선 신촌역,-선택사항-     ,0,48000,0,0,0
68,서울 관악구 00동,. , 39 개, . 개,. 대,. 만원, . , . ,1억9천,2호선 구로디지털역,-선택사항-     ,0,19000,39,0,0
69,서울 서대문구 00동,. , 35 개, . 개,. 대,. 만원, . , . ,9천,2호선 신촌역,-선택사항-     ,0,9000,35,0,0
70,서울 강남구 00동,. , 36 개, . 개,. 대,. 만원, . , . ,3억2천,2호선 역삼역,-선택사항-     ,0,32000,36,0,0
71,서울 동작구 00동,. , 30 개, . 개,. 대,. 만원, . , . ,3억1천,9호선 노량진역,-선택사항-     ,0,31000,30,0,0
72,서울 광진구 중곡동,187 , 42 개, 4 개,3 대,4000 만원, 250 , 없음 ,8000,-선택사항- ,-선택사항-     ,4000,8000,42,250,0
73,서울 강서구 공항동,220 , 31 개,  개,1 대,5000 만원, 160 , 00 ,7천만,5호선 송정역,-선택사항-     ,5000,7000,31,160,0
74,서울 동대문구 이문동,489 , 36 개, 37 개,4 대,7000 만원, 25000 , 없슴 ,25000,-선택사항- ,-선택사항-     ,7000,25000,36,25000,0
75,서울 강동구 00동,390 , 35 개, 35 개,1 대,5000 만원, 580 , 00 ,27000,-선택사항- ,-선택사항-     ,5000,27000,35,580,0
76,서울 구로구 00동,340 , 40 개, 24 개,1 대,4000 만원, 360 , 별도 ,17000,-선택사항- ,-선택사항-     ,4000,17000,40,360,0
77,서울 성북구 월곡동,264.4 , 42 개, 2 개,2 대,4000 만원, 200 , 없슴 ,9000,-선택사항- ,-선택사항-     ,4000,9000,42,200,0
78,서울 용산구 00동,561 , 50 개,  개,1 대,500 만원, 700 , 00 ,1억4천만,4호선 숙대입구역,서울 숙명여자대학교    ,500,14000,50,700,0
79,서울 금천구 00동,380 ,  개,  개,00 대,5000 만원, 400 , 00 ,17000,-선택사항- ,-선택사항-     ,5000,17000,0,400,0
80,서울 노원구 00동,410 , 40 개,  개,00 대,3000 만원, 400 , 00 ,18000,-선택사항- ,-선택사항-     ,3000,18000,40,400,0
81,서울 종로구 숭인동,195 , 20 개, 20 개,00 대,6천 만원, 300 , 별도 ,1억5천,-선택사항- ,-선택사항-     ,6000,15000,20,300,0
82,서울 서대문구 창천동,238.78 , 37 개, 37 개,00 대,3천6백 만원, 495 , 무 ,2억,-선택사항- ,-선택사항-     ,3600,20000,37,495,0
83,서울 서초구 00동,403.30 , 50 개,  개,00 대,8500 만원, 540 , 50 ,23,-선택사항- ,-선택사항-     ,8500,23000,50,540,50
84,서울 영등포구 영등포동,390 , 40 개, 13 개,1 대,2500 만원, 190 , 30 ,합1억7500,-선택사항- ,-선택사항-     ,2500,17500,40,190,30
85,서울 동작구 노량진동,420 , 큰24 개, 원24 개,1 대,8천 만원, 280 , 30 ,합2억4천,-선택사항- ,-선택사항-     ,8000,24000,24,280,30
86,서울 강남구 서초동,390 , 40 개, 원25 개,1 대,6천 만원, 490 , 50 ,합1억9500,-선택사항- ,-선택사항-     ,6000,19500,40,490,50
87,서울 광진구 건대,420 , 42 개, 원42 개,1 대,4천 만원, 475 , 60 ,합3억2천,-선택사항- ,-선택사항-     ,4000,32000,42,475,60
88,서울 중구 명동,330 , 30 개, 30 개,00 대,3 만원, 220 , 30 ,합2억7천,-선택사항- ,-선택사항-     ,3,27000,30,220,30
89,서울 동작구 00동,200.0 , 33 개,  개,00 대,6000 만원, 300 , 없음 ,36000,-선택사항- ,-선택사항-     ,6000,36000,33,300,0
90,서울 강남구 00동,470 , 52 개,  개,1 대,1억 만원, 500 , 00 ,2억2천,-선택사항- ,-선택사항-     ,10000,22000,52,500,0
91,서울 동작구 00동,465.3 , 77 개,  개,00 대,5000 만원, 460 , 00 ,29000,-선택사항- ,-선택사항-     ,5000,29000,77,460,0
92,서울 동작구 00,330 , 32 개, 32 개,1 대,4000 만원, 340 , 00 ,2억2천,-선택사항- ,-선택사항-     ,4000,22000,32,340,0
93,서울 강동구 00동,360 , 50 개, 0 개,00 대,5000 만원, 470 , 00 ,1억8000,-선택사항- ,-선택사항-     ,5000,18000,50,470,0
94,서울 종로구 숭인동,235.14 , 20 개, 20 개,X 대,6천 만원, 330 , 40만원 ,1억6천5백,-선택사항- ,-선택사항-     ,6000,16500,20,330,40
95,서울 성북구 삼선동,102.35 , 35 개, 5 개,X 대,4천 만원, 250 , 없음 ,8천,-선택사항- ,-선택사항-     ,4000,8000,35,250,0
96,서울 종로구 00동,270 , 33 개,  개,00 대,3000 만원, 230 , 00 ,8000,-선택사항- ,-선택사항-     ,3000,8000,33,230,0
97,서울 강북구 수유동,228.53 , 23 개, 23 개,X 대,4천 만원, 200 , 없음 ,2억2천,-선택사항- ,-선택사항-     ,4000,22000,23,200,0
98,서울 송파구 00동,00 , 40 개,  개,00 대,3000 만원, 180 , 00 ,9000,-선택사항- ,-선택사항-     ,3000,9000,40,180,0
99,서울 동작구 노량진동,122.5 , 39 개, 39 개,X 대,5천 만원, 460 , 없음 ,2억7천,-선택사항- ,-선택사항-     ,5000,27000,39,460,0
100,서울 영등포구 00동,380 , 57 개,  개,00 대,5000 만원, 385 , 00 ,14000,-선택사항- ,-선택사항-     ,5000,14000,57,385,0
101,서울 동대문구 청량리동,143.64 , 22 개, 3 개,X 대,2천 만원, 165 , 없음 ,5천,-선택사항- ,-선택사항-     ,2000,5000,22,165,0
102,서울 동작구 00동,575.5 , 50 개,  개,00 대,5000 만원, 370 , 00 ,11500,-선택사항- ,-선택사항-     ,5000,11500,50,370,0
103,서울 중구 00동,284 , 45 개,  개,00 대,4400 만원, 320 , 00 ,10000,-선택사항- ,-선택사항-     ,4400,10000,45,320,0
104,서울 노원구 00동,283 ,  개,  개,00 대,5000 만원, 300 , 10 ,5000,-선택사항- ,-선택사항-     ,5000,5000,0,300,10
105,서울 동작구 00동,100 , 33 개,  개,00 대,9000 만원, 510 , 00 ,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0
106,서울 강동구 00동,120 , 35 개,  개,00 대,5000 만원, 550 , 00 ,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0
107,서울 동대문구 00동,80평 ,  개,  개,00 대,2000 만원, 300 , 00 ,15000,-선택사항- ,-선택사항-     ,2000,15000,0,300,0
108,서울 광진구 00동,190평 ,  개,  개,00 대,5억 만원, 600 , 00 ,8억,-선택사항- ,-선택사항-     ,50000,80000,0,600,0
109,서울 금천구 00동,100평 ,  개,  개,00 대,5000 만원, 240 , 00 ,13000,-선택사항- ,-선택사항-     ,5000,13000,0,240,0
110,서울 금천구 00동,110평 ,  개,  개,00 대,4천 만원, 390 , 00 ,4억,-선택사항- ,-선택사항-     ,4000,40000,0,390,0
111,서울 서초구 00동, , 50 개,  개,00 대,1억3천 만원, 800 , 00 ,4억2천,-선택사항- ,-선택사항-     ,13000,42000,50,800,0
112,서울 영등포구 00동,300 , 47 개,  개,00 대,5천 만원, 440 , 20 ,1억6천,-선택사항- ,-선택사항-     ,5000,16000,47,440,20
113,서울 영등포구 00동,300 , 47 개,  개,00 대,5천 만원, 440 , 20 ,1억6천,-선택사항- ,-선택사항-     ,5000,16000,47,440,20
114,서울 영등포구 00동,300 , 47 개,  개,00 대,5천 만원, 440 , 20 ,1억6천,-선택사항- ,-선택사항-     ,5000,16000,47,440,20
115,서울 영등포구 00동,300 , 47 개,  개,00 대,5천 만원, 440 , 20 ,1억6천,-선택사항- ,-선택사항-     ,5000,16000,47,440,20
116,서울 영등포구 00동,300 , 47 개,  개,00 대,5천 만원, 440 , 20 ,1억6천,-선택사항- ,-선택사항-     ,5000,16000,47,440,20
117,서울 양천구 00동,300.21 , 46 개, 0 개,00 대,4000 만원, 255 , 00 ,11000,-선택사항- ,-선택사항-     ,4000,11000,46,255,0
118,서울 마포구 00동,388.17 , 52 개, 0 개,00 대,9000 만원, 810 , 00 ,45000,-선택사항- ,-선택사항-     ,9000,45000,52,810,0
119,서울 영등포구 00동,400 , 39 개,  개,00 대,1억 만원, 600 , 00 ,1억6000,-선택사항- ,-선택사항-     ,10000,16000,39,600,0
120,서울 구로구 00동,340 , 40 개, 20 개,00 대,5000 만원, 400 , 00 ,1억5000,-선택사항- ,-선택사항-     ,5000,15000,40,400,0
121,서울 영등포구 00동,330 , 40 개, 15 개,00 대,3200 만원, 370 , 00 ,1억4000,-선택사항- ,-선택사항-     ,3200,14000,40,370,0
122,서울 관악구 00동,230 , 29 개,  개,00 대, 만원, 240 , 30 ,6500,-선택사항- ,-선택사항-     ,0,6500,29,240,30
123,서울 영등포구 00동,330 , 35 개, 29 개,00 대,7000 만원, 390 , 00 ,15000,-선택사항- ,-선택사항-     ,7000,15000,35,390,0
124,서울 구로구 00동,340 , 40 개, 24 개,1 대,4000 만원, 360 , 별도 ,17000,-선택사항- ,-선택사항-     ,4000,17000,40,360,0
125,서울 강동구 00동,390 , 35 개, 35 개,1 대,5000 만원, 580 , 00 ,27000,-선택사항- ,-선택사항-     ,5000,27000,35,580,0
126,서울 동대문구 00동,210.31 , 31 개, 6 개,00 대,3천 만원, 240 , 없음 ,9500,-선택사항- ,-선택사항-     ,3000,9500,31,240,0
127,서울 서초구 00동,404.22 , 40 개, 28 개,00 대,6천 만원, 520 , 사용량에따라 ,1억9500,-선택사항- ,-선택사항-     ,6000,19500,40,520,0
128,서울 중구 00동,281.12 , 37 개, 14 개,00 대,5000 만원, 450 , 72 ,2억,-선택사항- ,-선택사항-     ,5000,20000,37,450,72
129,서울 중구 00동,126.88 , 29 개, 29 개,00 대,3000 만원, 220 , 20 ,2억,-선택사항- ,-선택사항-     ,3000,20000,29,220,20
130,서울 구로구 00동,166.65 , 27 개, 12 개,00 대,5천 만원, 360 , 없음 ,1억,-선택사항- ,-선택사항-     ,5000,10000,27,360,0
131,서울 송파구 00동,166.68 , 30 개, 30 개,00 대,5000 만원, 400 , 없음 ,2억,-선택사항- ,-선택사항-     ,5000,20000,30,400,0
132,서울 광진구 00동,340 , 40 개, 11 개,2 대,4000 만원, 420 , 00 ,2억,-선택사항- ,-선택사항-     ,4000,20000,40,420,0
133,서울 종로구 종각,3320 , 33 개, 33 개,1 대,6000 만원, 360 , 00 ,3억2천,1호선 종각역,-선택사항-     ,6000,32000,33,360,0
134,서울 성북구 00동,520 , 47 개, 47 개,00 대,5천 만원, 680 , 50 ,3억2천,-선택사항- ,-선택사항-     ,5000,32000,47,680,50
135,서울 동작구 00동,430 , 24 개, 24 개,00 대,8천 만원, 270 , 30 ,2억3천,-선택사항- ,-선택사항-     ,8000,23000,24,270,30
136,서울 종로구 00동,315 , 36 개, 19 개,00 대,8000 만원, 520 , 00 ,2억,-선택사항- ,-선택사항-     ,8000,20000,36,520,0
137,서울 중구 00동,320 , 35 개, 35 개,1 대,5000 만원, 400 , 00 ,1억9천만,-선택사항- ,-선택사항-     ,5000,19000,35,400,0
138,서울 송파구 00동,161.15 , 25 개,  개,00 대,3000 만원, 215 , 없음 ,3000,-선택사항- ,-선택사항-     ,3000,3000,25,215,0
139,서울 영등포구 00동,380 , 57 개,  개,00 대,5000 만원, 385 , 없음 ,13000,-선택사항- ,-선택사항-     ,5000,13000,57,385,0
140,서울 강동구 길동,240.3 , 28 개, 17 개,X 대,3천 만원, 264 , 없음 ,1억7천,-선택사항- ,-선택사항-     ,3000,17000,28,264,0
141,서울 송파구 풍납동,155.26 , 37 개, 4 개,X 대,3천5백 만원, 350 , 없음 ,1억5천5백,-선택사항- ,-선택사항-     ,3500,15500,37,350,0
142,서울 성동구 용답동,154 , 32 개, 32 개,1 대,4천 만원, 280 , 20만원 ,2억7천,-선택사항- ,-선택사항-     ,4000,27000,32,280,20
143,서울 서초구 00동,275.18 , 27 개, 27 개,00 대,5000 만원, 420 , 25만원 ,25000,-선택사항- ,-선택사항-     ,5000,25000,27,420,25
144,서울 중구 00동,417.6 , 37 개, 37 개,00 대,6000 만원, 650 , 없음 ,22000,-선택사항- ,-선택사항-     ,6000,22000,37,650,0
145,서울 중구 을지로,279.7 , 40 개, 6 개,00 대,3000 만원, 350 , 00 ,12000,-선택사항- ,-선택사항-     ,3000,12000,40,350,0
146,서울 강북구 00동,262.98 , 17 개, 17 개,00 대,3000 만원, 250 , 없슴 ,17000,-선택사항- ,-선택사항-     ,3000,17000,17,250,0
147,서울 종로구 관수동,265.12 , 40 개, 40 개,00 대,7000 만원, 600 , 00 ,37000,-선택사항- ,-선택사항-     ,7000,37000,40,600,0
148,서울 종로구 00동,175.86 , 20 개,  개,00 대,4000 만원, 250 , 00 ,21000,-선택사항- ,-선택사항-     ,4000,21000,20,250,0
149,서울 서초구 00동,00 , 53 개,  개,00 대,10000 만원, 520 , 00 ,22000,-선택사항- ,-선택사항-     ,10000,22000,53,520,0
150,서울 동작구 노량진동,253.41 , 30 개, 30 개,00 대,5000 만원, 300 , 00 ,35000,-선택사항- ,-선택사항-     ,5000,35000,30,300,0
151,서울 종로구 00동,250 ,  개,  개,00 대,8000 만원, 520 , 없음 ,1억8000,-선택사항- ,-선택사항-     ,8000,18000,0,520,0
152,서울 종로구 00동,244 ,  개,  개,00 대,3000 만원, 300 , 없음 ,5500,-선택사항- ,-선택사항-     ,3000,5500,0,300,0
153,서울 영등포구 영등포동,194.19 , 39 개, 38 개,1 대,1억 만원, 665 , 포함 ,1억7천,-선택사항- ,-선택사항-     ,10000,17000,39,665,0
154,서울 광진구 00동,360 , 43 개, 40 개,00 대,5000 만원, 500 , 00 ,3억3000,-선택사항- ,-선택사항-     ,5000,33000,43,500,0
155,서울 영등포구 00동,495 , 35 개, 35 개,00 대,5000 만원, 450 , 별도 ,,-선택사항- ,-선택사항-     ,5000,0,35,450,0
156,서울 동작구 00동,180 , 25 개,  개,00 대,5000 만원, 275 , 00 ,14000,-선택사항- ,-선택사항-     ,5000,14000,25,275,0
157,서울 동작구 00동,240 , 40 개,  개,00 대,2000 만원, 210 , 00 ,9000,-선택사항- ,-선택사항-     ,2000,9000,40,210,0
158,서울 강남구 00동,303.8 ,  개,  개,00 대,5000 만원, 600 , 00 ,24000,-선택사항- ,-선택사항-     ,5000,24000,0,600,0
159,서울 영등포구 00동,295 , 30 개,  개,00 대,4000 만원, 300 , 00 ,26000,-선택사항- ,-선택사항-     ,4000,26000,30,300,0
160,서울 노원구 00동,500 , 55 개,  개,00 대,6000 만원, 680 , 00 ,30000,-선택사항- ,-선택사항-     ,6000,30000,55,680,0
161,서울 관악구 00동,230 , 35 개,  개,00 대,5000 만원, 330 , 00 ,18000,-선택사항- ,-선택사항-     ,5000,18000,35,330,0
162,서울 마포구 00동,. , 50 개, . 개,. 대,. 만원, . , . ,2억4천5백,2호선 홍대입구역,-선택사항-     ,0,24500,50,0,0
163,서울 구로구 00동,. , 39 개, . 개,. 대,. 만원, . , . ,4억6천,7호선 가산디지털역,-선택사항-     ,0,46000,39,0,0
164,서울 영등포구 00동,. , 40 개, . 개,. 대,. 만원, . , . ,1억1천,2호선 당산역,-선택사항-     ,0,11000,40,0,0
165,서울 용산구 00동,118.88 , 49 개, 0 개,00 대,9000 만원, 500 , 00 ,13000,-선택사항- ,-선택사항-     ,9000,13000,49,500,0
166,서울 구로구 00동,462 , 41 개, 41 개,00 대,5천 만원, 420 , 30 ,4억1천,-선택사항- ,-선택사항-     ,5000,41000,41,420,30
167,서울 중구 00동,298 , 43 개, 39 개,2 대,7000 만원, 600 , 00 ,18000,-선택사항- ,-선택사항-     ,7000,18000,43,600,0
168,서울 강동구 00동,422.18 , 54 개, 17 개,4 대,8000 만원, 500 , 포함 ,2억,-선택사항- ,-선택사항-     ,8000,20000,54,500,0
169,서울 송파구 00동,403 , 50 개,  개,00 대,4천 만원, 450 , 50 ,1억7천5백,-선택사항- ,-선택사항-     ,4000,17500,50,450,50
170,서울 강남구 00동,332 , 40 개,  개,00 대,6천 만원, 470 , 50 ,1억9천5백,-선택사항- ,-선택사항-     ,6000,19500,40,470,50
171,서울 중구 00동,380 , 42 개, 42 개,00 대,6천 만원, 580 , 50 ,3억6천,-선택사항- ,-선택사항-     ,6000,36000,42,580,50
172,서울 송파구 00동,300 , 30 개, 30 개,00 대,4천 만원, 390 , 60 ,2억3천,-선택사항- ,-선택사항-     ,4000,23000,30,390,60
173,서울 도봉구 00동,70평 ,  개,  개,00 대,3000 만원, 200 , 00 ,18000,-선택사항- ,-선택사항-     ,3000,18000,0,200,0
174,서울 도봉구 00동,90평 ,  개,  개,00 대,7000 만원, 300 , 00 ,12000,-선택사항- ,-선택사항-     ,7000,12000,0,300,0
175,서울 동작구 00동,135평 ,  개,  개,00 대,9000 만원, 550 , 00 ,36000,-선택사항- ,-선택사항-     ,9000,36000,0,550,0
176,서울 동작구 00동,90평 ,  개,  개,00 대,4000 만원, 330 , 00 ,16000,-선택사항- ,-선택사항-     ,4000,16000,0,330,0
177,서울 구로구 00동,105평 ,  개,  개,00 대,5000 만원, 420 , 00 ,1억,-선택사항- ,-선택사항-     ,5000,10000,0,420,0
178,서울 중구 00동,. ,  개,  개,00 대, 만원, 443 , 00 ,1억8천,-선택사항- ,-선택사항-     ,0,18000,0,443,0
179,서울 강동구 둔촌동,373.5 , 58 개, 2 개,3 대,5000 만원, 330 , 65만원 ,13000,-선택사항- ,-선택사항-     ,5000,13000,58,330,65
180,서울 성동구 00동,309.52 , 41 개, 0 개,00 대,5000 만원, 370 , 00 ,12500,-선택사항- ,-선택사항-     ,5000,12500,41,370,0
181,서울 영등포구 00동,330 , 35 개, 29 개,00 대,7000 만원, 390 , 00 ,15000,-선택사항- ,-선택사항-     ,7000,15000,35,390,0
182,서울 강동구 00동,390 , 35 개, 35 개,1 대,5000 만원, 580 , 00 ,27000,-선택사항- ,-선택사항-     ,5000,27000,35,580,0
183,서울 구로구 00동,340 , 40 개, 24 개,1 대,4000 만원, 360 , 별도 ,17000,-선택사항- ,-선택사항-     ,4000,17000,40,360,0
184,서울 강남구 00동,00 , 44 개,  개,00 대,6000 만원, 570 , 00 ,23000,-선택사항- ,-선택사항-     ,6000,23000,44,570,0
185,서울 관악구 00동,330 , 36 개, 25 개,00 대,4000 만원, 450 , 00 ,2억,-선택사항- ,-선택사항-     ,4000,20000,36,450,0
186,서울 은평구 00동,00 , 33 개,  개,00 대,5000 만원, 490 , 00 ,23000,-선택사항- ,-선택사항-     ,5000,23000,33,490,0
187,서울 영등포구 00동,249.9 , 40 개, 0 개,00 대,3000 만원, 240 , 10 ,11000,-선택사항- ,-선택사항-     ,3000,11000,40,240,10
188,서울 중구 00동,187 , 35 개, 35 개,3 대,5000 만원, 445 , 없음 ,20000,-선택사항- ,-선택사항-     ,5000,20000,35,445,0
189,서울 관악구 00동,340 , 38 개,  개,00 대,5000 만원, 370 , 00 ,17000,-선택사항- ,-선택사항-     ,5000,17000,38,370,0
190,서울 강남구 00동,500 , 48 개, 48 개,00 대,1억2천 만원, 790 , 50 ,4억2천,-선택사항- ,-선택사항-     ,12000,42000,48,790,50
191,서울 송파구 00동,300 , 30 개, 30 개,00 대,4천 만원, 390 , 60 ,2억3천,-선택사항- ,-선택사항-     ,4000,23000,30,390,60
192,서울 성북구 00동,520 ,  개, 47 개,00 대,5천 만원, 680 , 50 ,3억2천,-선택사항- ,-선택사항-     ,5000,32000,0,680,50
193,서울 강남구 00동,303.8 , 40 개,  개,00 대,2500 만원, 330 , 00 ,18500,-선택사항- ,-선택사항-     ,2500,18500,40,330,0
194,서울 서초구 00동,328.26 , 27 개,  개,00 대,5000 만원, 420 , 00 ,26000,-선택사항- ,-선택사항-     ,5000,26000,27,420,0
195,서울 중구 충무로역,330 , 30 개, 30 개,00 대,3천 만원, 220 , 30 ,합2억7천,-선택사항- ,-선택사항-     ,3000,27000,30,220,30
196,서울 성북구 00,300 , 42 개,  개,1 대,4000 만원, 220 , 00 ,1억2천,-선택사항- ,-선택사항-     ,4000,12000,42,220,0
197,서울 중구 00,260 , 35 개, 35 개,1 대,5000 만원, 440 , 00 ,1억8천,-선택사항- ,-선택사항-     ,5000,18000,35,440,0
198,서울 강남구 영등포동,300 , 30 개, 30 개,00 대,4000 만원, 300 , 00 ,2억5천,-선택사항- ,-선택사항-     ,4000,25000,30,300,0
199,서울 동작구 00동,180 , 25 개,  개,00 대,5000 만원, 250 , 00 ,14000,-선택사항- ,-선택사항-     ,5000,14000,25,250,0
200,서울 동작구 00동,295 , 35 개,  개,00 대,25000 만원, 490 , 00 ,25000,-선택사항- ,-선택사항-     ,25000,25000,35,490,0
201,서울 강북구 00동,90평 ,  개,  개,00 대,3000천 만원, 260 , 10만원 ,7500,-선택사항- ,-선택사항-     ,3000000,7500,0,260,10
202,서울 종로구 숭인동,489 , 40 개, 4 개,1 대,4000 만원, 330 , 없슴 ,6000,-선택사항- ,-선택사항-     ,4000,6000,40,330,0
203,서울 마포구 동교동,550 , 50 개, 원50 개,1 대,1억 만원, 770 , 100 ,4억3천,-선택사항- ,-선택사항-     ,10000,43000,50,770,100
204,서울 송파구 00동,180 , 25 개, 2 개,없음 대,3000 만원, 215 , 없음 ,3천,-선택사항- ,-선택사항-     ,3000,3000,25,215,0
205,서울 종로구 00동,367.72 ,  개,  개,00 대, 만원, 450 , 00 ,합,-선택사항- ,-선택사항-     ,0,0,0,450,0
206,서울 광진구 구의동,440 , 42 개, 원42 개,00 대,4천 만원, 475 , 00 ,합3억2천,-선택사항- ,-선택사항-     ,4000,32000,42,475,0
207,서울 강남구 00동,423.84 , 48 개, 54 개,없음 대,8000 만원, 1100 , 없음 ,4억8천,-선택사항- ,-선택사항-     ,8000,48000,48,1100,0
208,서울 강남구 서초동,390 , 40 개, 원25 개,1 대,6천 만원, 490 , 50 ,합1억9500,-선택사항- ,-선택사항-     ,6000,19500,40,490,50
209,서울 구로구 00동,400 ,  개,  개,00 대,7000 만원, 450 , 00 ,1억3000,-선택사항- ,-선택사항-     ,7000,13000,0,450,0
210,서울 송파구 송파동,370 , 50 개, 8 개,1 대,4천 만원, 445 , 40 ,합1억7500,-선택사항- ,-선택사항-     ,4000,17500,50,445,40
211,서울 영등포구 00동,246.04 , 43 개, 2 개,없음 대,3000 만원, 260 , 없음 ,1억1천,-선택사항- ,-선택사항-     ,3000,11000,43,260,0
212,서울 동작구 노량진동,619.41 , 52 개, 17 개,2 대,7천 만원, 570 , 없음 ,2억3천5백,-선택사항- ,-선택사항-     ,7000,23500,52,570,0
213,서울 관악구 00동,153 ,  개,  개,00 대,4200 만원, 340 , 40만 ,1억1000,-선택사항- ,-선택사항-     ,4200,11000,0,340,40
214,서울 송파구 00동,161.15 , 25 개,  개,00 대,3000 만원, 215 , 없음 ,3000,-선택사항- ,-선택사항-     ,3000,3000,25,215,0
215,서울 강동구 암사동,172.15 , 43 개,  개,00 대,4500 만원, 230 , 20 ,1억2000,-선택사항- ,-선택사항-     ,4500,12000,43,230,20
216,서울 중구 00동,528 , 50 개,  개,00 대,5000 만원, 700 , 00 ,3억3000,-선택사항- ,-선택사항-     ,5000,33000,50,700,0
217,서울 동작구 00동,396 , 37 개, 37 개,00 대,5000 만원, 410 , 00 ,2억2000,-선택사항- ,-선택사항-     ,5000,22000,37,410,0
218,서울 서대문구 00동,390.06 ,  개,  개,00 대,5000 만원, 380 , 00 ,,-선택사항- ,-선택사항-     ,5000,0,0,380,0
219,서울 강남구 00동,. , 29 개, . 개,. 대,. 만원, . , . ,2억,2호선 강남역,-선택사항-     ,0,20000,29,0,0
220,서울 서초구 00동,. , 43 개, . 개,. 대,. 만원, . , . ,2억5천,2호선 교대역,-선택사항-     ,0,25000,43,0,0
221,서울 송파구 00동,. , 38 개, . 개,. 대,. 만원, . , . ,1억1천,2호선 잠실역,-선택사항-     ,0,11000,38,0,0
222,서울 동작구 00동,. , 43 개, . 개,. 대,. 만원, . , . ,3억4천,2호선 사당역,-선택사항-     ,0,34000,43,0,0
223,서울 송파구 00동,. , 35 개, . 개,. 대,. 만원, . , . ,4억2천,9호선 ,-선택사항-     ,0,42000,35,0,0
224,서울 구로구 00동,300 , 47 개,  개,00 대,5천 만원, 460 , 00 ,1억6천,-선택사항- ,-선택사항-     ,5000,16000,47,460,0
225,서울 강남구 00동,430 , 43 개,  개,00 대,5천 만원, 650 , 00 ,3억5천,-선택사항- ,-선택사항-     ,5000,35000,43,650,0
226,서울 동작구 00동,430 , 43 개,  개,00 대,5천 만원, 650 , 00 ,3억5천,-선택사항- ,-선택사항-     ,5000,35000,43,650,0
227,서울 서초구 00동,430 , 43 개, 43 개,00 대,5천 만원, 650 , 00 ,3억5천,-선택사항- ,-선택사항-     ,5000,35000,43,650,0
228,서울 강서구 00동,280 , 30 개,  개,00 대,3천 만원, 350 , 00 ,1억5천,-선택사항- ,-선택사항-     ,3000,15000,30,350,0
229,서울 서초구 00동,430 , 43 개,  개,00 대,5천 만원, 717 , 00 ,3억9천,-선택사항- ,-선택사항-     ,5000,39000,43,717,0
230,서울 서초구 00동,430 , 43 개,  개,00 대,5천 만원, 630 , 00 ,3억9천,-선택사항- ,-선택사항-     ,5000,39000,43,630,0
231,서울 서초구 00동,430 , 43 개,  개,00 대,5천 만원, 630 , 00 ,3억9천,-선택사항- ,-선택사항-     ,5000,39000,43,630,0
232,서울 금천구 00동,320 , 47 개,  개,00 대,5천 만원, 460 , 00 ,1억6천,-선택사항- ,-선택사항-     ,5000,16000,47,460,0
233,서울 영등포구 신길동,380 , 55 개,  개,00 대,5000 만원, 385 , 00 ,14000,-선택사항- ,-선택사항-     ,5000,14000,55,385,0
234,서울 서대문구 00동,199.68 , 31 개,  개,00 대,2000 만원, 230 , 00 ,11500,-선택사항- ,-선택사항-     ,2000,11500,31,230,0
235,서울 중랑구 00동,285 , 34 개,  개,00 대,5천 만원, 370 , 00 ,1억1천5백,-선택사항- ,-선택사항-     ,5000,11500,34,370,0
236,서울 강서구 00동,100평 ,  개,  개,00 대,3000 만원, 250 , 00 ,8500,-선택사항- ,-선택사항-     ,3000,8500,0,250,0
237,서울 강서구 00동,50평 ,  개,  개,00 대,2000 만원, 100 , 00 ,5000,-선택사항- ,-선택사항-     ,2000,5000,0,100,0
238,서울 강동구 00동,110평 ,  개,  개,00 대,5000 만원, 550 , 00 ,31000,-선택사항- ,-선택사항-     ,5000,31000,0,550,0
239,서울 강동구 00동,113평 ,  개,  개,00 대,5000 만원, 330 , 00 ,14000,-선택사항- ,-선택사항-     ,5000,14000,0,330,0
240,서울 강서구 00동,360 ,  개,  개,00 대, 만원, 300 , 00 ,1억1천,-선택사항- ,-선택사항-     ,0,11000,0,300,0
241,서울 중랑구 00동,250 , 33 개,  개,00 대,3000 만원, 200 , 00 ,7000,-선택사항- ,-선택사항-     ,3000,7000,33,200,0
242,서울 관악구 00동,250 , 35 개,  개,00 대,3천 만원, 270 , 00 ,6천,-선택사항- ,-선택사항-     ,3000,6000,35,270,0
243,서울 중구 00동,430 , 38 개, 38 개,00 대,6000 만원, 650 , 00 ,2.2억,-선택사항- ,-선택사항-     ,6000,22000,38,650,0
